STATION,date,DEPTH,LAYER,PARAMETER,AvgValue,LAB,METHOD,PROBLEM,TOTAL_DEPTH
LE1.2,6/10/2013,1,M,SALINITY,11.21,,F01,,17
LE1.2,6/10/2013,2,M,SALINITY,11.21,,F01,,17
LE1.2,6/10/2013,3,AP,CHLA,16.875,CBL,L01,,17
LE1.2,6/10/2013,3,AP,SALINITY,11.15,,F01,,17
LE1.2,6/10/2013,6,M,SALINITY,11.61,,F01,,17
LE1.2,6/10/2013,9,M,SALINITY,12.33,,F01,,17
LE1.2,6/10/2013,12,BP,CHLA,3.84,CBL,L01,,17
LE1.2,6/10/2013,12,BP,SALINITY,12.53,,F01,,17
LE1.2,6/10/2013,15,B,CHLA,4.7,CBL,L01,,17
LE1.2,6/10/2013,15,B,SALINITY,12.59,,F01,,17
LE1.2,6/10/2013,16,M,SALINITY,12.53,,F01,,17
LE1.2,7/8/2013,0.5,S,CHLA,16.02,CBL,L01,,17
LE1.2,7/8/2013,0.5,S,SALINITY,9.91,,F01,,17
LE1.2,7/8/2013,1,M,SALINITY,9.91,,F01,,17
LE1.2,7/8/2013,2,M,SALINITY,9.91,,F01,,17
LE1.2,7/8/2013,3,AP,CHLA,17.195,CBL,L01,,17
LE1.2,7/8/2013,3,AP,SALINITY,10.3,,F01,,17
LE1.2,7/8/2013,6,M,SALINITY,12.13,,F01,,17
LE1.2,7/8/2013,9,M,SALINITY,12.33,,F01,,17
LE1.2,7/8/2013,12,BP,CHLA,3.63,CBL,L01,,17
LE1.2,7/8/2013,12,BP,SALINITY,12.4,,F01,,17
LE1.2,7/8/2013,15,B,CHLA,2.56,CBL,L01,,17
LE1.2,7/8/2013,15,B,SALINITY,12.46,,F01,,17
LE1.2,7/8/2013,16,M,SALINITY,12.46,,F01,,17
LE1.2,8/5/2013,0.5,S,CHLA,27.55,CBL,L01,,16.5
LE1.2,8/5/2013,0.5,S,SALINITY,11.21,,F01,,16.5
LE1.2,8/5/2013,1,M,SALINITY,11.21,,F01,,16.5
LE1.2,8/5/2013,2,M,SALINITY,11.28,,F01,,16.5
LE1.2,8/5/2013,3,AP,CHLA,20.72,CBL,L01,,16.5
LE1.2,8/5/2013,3,AP,SALINITY,11.28,,F01,,16.5
LE1.2,8/5/2013,6,M,SALINITY,11.41,,F01,,16.5
LE1.2,8/5/2013,9,M,SALINITY,12.59,,F01,,16.5
LE1.2,8/5/2013,12,BP,CHLA,4.7,CBL,L01,,16.5
LE1.2,8/5/2013,12,BP,SALINITY,12.93,,F01,,16.5
LE1.2,8/5/2013,15,B,CHLA,3.42,CBL,L01,,16.5
LE1.2,8/5/2013,15,B,SALINITY,12.99,,F01,,16.5
LE1.2,9/5/2013,0.5,S,CHLA,12.6,CBL,L01,,17
LE1.2,9/5/2013,0.5,S,SALINITY,12.46,,F01,,17
LE1.2,9/5/2013,1,M,SALINITY,12.46,,F01,,17
LE1.2,9/5/2013,2,M,SALINITY,12.46,,F01,,17
LE1.2,9/5/2013,3,AP,CHLA,13.35,CBL,L01,,17
LE1.2,9/5/2013,3,AP,SALINITY,12.53,,F01,,17
LE1.2,9/5/2013,6,M,SALINITY,13.79,,F01,,17
LE1.2,9/5/2013,9,M,SALINITY,15.27,,F01,,17
LE1.2,9/5/2013,12,BP,CHLA,1.92,CBL,L01,,17
LE1.2,9/5/2013,12,BP,SALINITY,15.68,,F01,,17
LE1.2,9/5/2013,15,B,CHLA,1.71,CBL,L01,,17
LE1.2,9/5/2013,15,B,SALINITY,15.95,,F01,,17
LE1.2,9/5/2013,16,M,SALINITY,16.02,,F01,,17
LE1.2,10/24/2013,0.5,S,CHLA,9.92,CBL,L01,,9.4
LE1.2,10/24/2013,0.5,S,SALINITY,13.53,,F01,,9.4
LE1.2,10/24/2013,1,M,SALINITY,13.53,,F01,,9.4
LE1.2,10/24/2013,2,M,SALINITY,13.53,,F01,,9.4
LE1.2,10/24/2013,3,AP,CHLA,9.685,CBL,L01,,9.4
LE1.2,10/24/2013,3,AP,SALINITY,13.53,,F01,,9.4
LE1.2,10/24/2013,6,BP,CHLA,8.54,CBL,L01,,9.4
LE1.2,10/24/2013,6,BP,SALINITY,13.73,,F01,,9.4
LE1.2,10/24/2013,8.4,B,CHLA,5.07,CBL,L01,,9.4
LE1.2,10/24/2013,8.4,B,SALINITY,14.6,,F01,,9.4
LE1.2,11/5/2013,0.5,S,CHLA,7.63,CBL,L01,,17
LE1.2,11/5/2013,0.5,S,SALINITY,14.33,,F01,,17
LE1.2,11/5/2013,1,M,SALINITY,14.33,,F01,,17
LE1.2,11/5/2013,2,M,SALINITY,14.4,,F01,,17
LE1.2,11/5/2013,3,AP,CHLA,11.14,CBL,L01,,17
LE1.2,11/5/2013,3,AP,SALINITY,14.53,,F01,,17
LE1.2,11/5/2013,6,M,SALINITY,14.87,,F01,,17
LE1.2,11/5/2013,9,M,SALINITY,15.47,,F01,,17
LE1.2,11/5/2013,12,BP,CHLA,2.59,CBL,L01,,17
LE1.2,11/5/2013,12,BP,SALINITY,15.75,,F01,,17
LE1.2,11/5/2013,15,B,CHLA,3.05,CBL,L01,,17
LE1.2,11/5/2013,15,B,SALINITY,15.81,,F01,,17
LE1.2,12/5/2013,0.5,S,CHLA,6.87,CBL,L01,,17.5
LE1.2,12/5/2013,0.5,S,SALINITY,14.73,,F01,,17.5
LE1.2,12/5/2013,1,M,SALINITY,14.8,,F01,,17.5
LE1.2,12/5/2013,2,M,SALINITY,14.93,,F01,,17.5
LE1.2,12/5/2013,3,AP,CHLA,8.315,CBL,L01,,17.5
LE1.2,12/5/2013,3,AP,SALINITY,15.2,,F01,,17.5
LE1.2,12/5/2013,6,M,SALINITY,15.95,,F01,,17.5
LE1.2,12/5/2013,9,M,SALINITY,15.95,,F01,,17.5
LE1.2,12/5/2013,12,BP,CHLA,9.83,CBL,L01,,17.5
LE1.2,12/5/2013,12,BP,SALINITY,15.95,,F01,,17.5
LE1.2,12/5/2013,15,B,CHLA,9.61,CBL,L01,,17.5
LE1.2,12/5/2013,15,B,SALINITY,16.02,,F01,,17.5
LE1.2,12/5/2013,16,M,SALINITY,16.02,,F01,,17.5
LE1.2,2/6/2014,0.5,S,CHLA,10.68,CBL,L01,,17.5
LE1.2,2/6/2014,0.5,S,SALINITY,11.74,,F01,,17.5
LE1.2,2/6/2014,1,M,SALINITY,11.74,,F01,,17.5
LE1.2,2/6/2014,2,M,SALINITY,11.8,,F01,,17.5
LE1.2,2/6/2014,3,AP,CHLA,11.08,CBL,L01,,17.5
LE1.2,2/6/2014,3,AP,SALINITY,11.8,,F01,,17.5
LE1.2,2/6/2014,6,M,SALINITY,12.13,,F01,,17.5
LE1.2,2/6/2014,9,M,SALINITY,12.26,,F01,,17.5
LE1.2,2/6/2014,12,BP,CHLA,12.15,CBL,L01,,17.5
LE1.2,2/6/2014,12,BP,SALINITY,12.4,,F01,,17.5
LE1.2,2/6/2014,15,B,CHLA,11.35,CBL,L01,,17.5
LE1.2,2/6/2014,15,B,SALINITY,12.66,,F01,,17.5
LE1.2,2/6/2014,16,M,SALINITY,12.66,,F01,,17.5
LE1.2,3/12/2014,0.5,S,CHLA,4.17,CBL,L01,,17.5
LE1.2,3/12/2014,0.5,S,SALINITY,11.21,,F01,,17.5
LE1.2,3/12/2014,1,M,SALINITY,11.21,,F01,,17.5
LE1.2,3/12/2014,2,M,SALINITY,11.67,,F01,,17.5
LE1.2,3/12/2014,3,AP,CHLA,6.195,CBL,L01,,17.5
LE1.2,3/12/2014,3,AP,SALINITY,12,,F01,,17.5
LE1.2,3/12/2014,6,M,SALINITY,13.06,,F01,,17.5
LE1.2,3/12/2014,9,M,SALINITY,13.33,,F01,,17.5
LE1.2,3/12/2014,12,BP,CHLA,19.44,CBL,L01,,17.5
LE1.2,3/12/2014,12,BP,SALINITY,13.53,,F01,,17.5
LE1.2,3/12/2014,15,B,CHLA,19.22,CBL,L01,,17.5
LE1.2,3/12/2014,15,B,SALINITY,13.59,,F01,,17.5
LE1.2,3/12/2014,16,M,SALINITY,13.59,,F01,,17.5
LE1.2,4/1/2014,0.5,S,CHLA,7.78,CBL,L01,,17.5
LE1.2,4/1/2014,0.5,S,SALINITY,10.82,,F01,,17.5
LE1.2,4/1/2014,1,M,SALINITY,11.61,,F01,,17.5
LE1.2,4/1/2014,2,M,SALINITY,11.67,,F01,,17.5
LE1.2,4/1/2014,3,AP,CHLA,11.06,CBL,L01,,17.5
LE1.2,4/1/2014,3,AP,SALINITY,11.87,,F01,,17.5
LE1.2,4/1/2014,6,M,SALINITY,12.53,,F01,,17.5
LE1.2,4/1/2014,9,M,SALINITY,12.86,,F01,,17.5
LE1.2,4/1/2014,12,BP,CHLA,10.83,CBL,L01,,17.5
LE1.2,4/1/2014,12,BP,SALINITY,13.06,,F01,,17.5
LE1.2,4/1/2014,15,B,CHLA,7.63,CBL,L01,,17.5
LE1.2,4/1/2014,15,B,SALINITY,13.19,,F01,,17.5
LE1.2,4/1/2014,16,M,SALINITY,13.19,,F01,,17.5
LE1.2,5/8/2014,0.5,S,CHLA,21.79,CBL,L01,,17
LE1.2,5/8/2014,0.5,S,SALINITY,7.74,,F01,,17
LE1.2,5/8/2014,1,M,SALINITY,8,,F01,,17
LE1.2,5/8/2014,2,M,SALINITY,8.19,,F01,,17
LE1.2,5/8/2014,3,AP,CHLA,17.73,CBL,L01,,17
LE1.2,5/8/2014,3,AP,SALINITY,8.31,,F01,,17
LE1.2,5/8/2014,6,M,SALINITY,8.89,,F01,,17
LE1.2,5/8/2014,9,M,SALINITY,9.65,,F01,,17
LE1.2,5/8/2014,12,BP,CHLA,18.58,CBL,L01,,17
LE1.2,5/8/2014,12,BP,SALINITY,9.85,,F01,,17
LE1.2,5/8/2014,15,B,CHLA,23.07,CBL,L01,,17
LE1.2,5/8/2014,15,B,SALINITY,9.98,,F01,,17
LE1.2,5/8/2014,16,M,SALINITY,9.98,,F01,,17
LE1.2,6/12/2014,0.5,S,CHLA,17.94,CBL,L01,,17.5
LE1.2,6/12/2014,0.5,S,SALINITY,9.08,,F01,,17.5
LE1.2,6/12/2014,1,M,SALINITY,9.08,,F01,,17.5
LE1.2,6/12/2014,2,M,SALINITY,9.08,,F01,,17.5
LE1.2,6/12/2014,3,AP,CHLA,14.74,CBL,L01,,17.5
LE1.2,6/12/2014,3,AP,SALINITY,9.08,,F01,,17.5
LE1.2,6/12/2014,6,M,SALINITY,10.3,,F01,,17.5
LE1.2,6/12/2014,9,M,SALINITY,11.15,,F01,,17.5
LE1.2,6/12/2014,12,BP,CHLA,2.14,CBL,L01,,17.5
LE1.2,6/12/2014,12,BP,SALINITY,12.4,,F01,,17.5
LE1.2,6/12/2014,15,B,CHLA,1.92,CBL,L01,,17.5
LE1.2,6/12/2014,15,B,SALINITY,12.66,,F01,,17.5
LE1.2,6/12/2014,16,M,SALINITY,12.93,,F01,,17.5
LE1.2,7/30/2014,0.5,S,CHLA,27.55,CBL,L01,,17
LE1.2,7/30/2014,0.5,S,SALINITY,10.56,,F01,,17
LE1.2,7/30/2014,1,M,SALINITY,10.56,,F01,,17
LE1.2,7/30/2014,2,M,SALINITY,10.56,,F01,,17
LE1.2,7/30/2014,3,AP,CHLA,24.135,CBL,L01,,17
LE1.2,7/30/2014,3,AP,SALINITY,10.63,,F01,,17
LE1.2,7/30/2014,6,M,SALINITY,10.63,,F01,,17
LE1.2,7/30/2014,9,M,SALINITY,11.15,,F01,,17
LE1.2,7/30/2014,12,BP,CHLA,6.62,CBL,L01,,17
LE1.2,7/30/2014,12,BP,SALINITY,11.28,,F01,,17
LE1.2,7/30/2014,15,B,CHLA,5.77,CBL,L01,,17
LE1.2,7/30/2014,15,B,SALINITY,11.41,,F01,,17
LE1.2,7/30/2014,16,M,SALINITY,11.41,,F01,,17
LE1.2,8/11/2014,0.5,S,CHLA,20.72,CBL,L01,,17
LE1.2,8/11/2014,0.5,S,SALINITY,10.69,,F01,,17
LE1.2,8/11/2014,1,M,SALINITY,10.69,,F01,,17
LE1.2,8/11/2014,2,M,SALINITY,10.69,,F01,,17
LE1.2,8/11/2014,3,AP,CHLA,14.735,CBL,L01,,17
LE1.2,8/11/2014,3,AP,SALINITY,10.76,,F01,,17
LE1.2,8/11/2014,6,M,SALINITY,10.95,,F01,,17
LE1.2,8/11/2014,9,M,SALINITY,11.21,,F01,,17
LE1.2,8/11/2014,12,BP,CHLA,2.56,CBL,L01,,17
LE1.2,8/11/2014,12,BP,SALINITY,11.61,,F01,,17
LE1.2,8/11/2014,15,B,CHLA,2.99,CBL,L01,,17
LE1.2,8/11/2014,15,B,SALINITY,11.93,,F01,,17
LE1.2,8/11/2014,16,M,SALINITY,12,,F01,,17
LE1.2,9/22/2014,0.5,S,CHLA,12.02,CBL,L01,,17
LE1.2,9/22/2014,0.5,S,SALINITY,12.86,,F01,,17
LE1.2,9/22/2014,1,M,SALINITY,12.79,,F01,,17
LE1.2,9/22/2014,2,M,SALINITY,12.79,,F01,,17
LE1.2,9/22/2014,3,AP,CHLA,11.48,CBL,L01,,17
LE1.2,9/22/2014,3,AP,SALINITY,12.79,,F01,,17
LE1.2,9/22/2014,6,M,SALINITY,12.79,,F01,,17
LE1.2,9/22/2014,9,M,SALINITY,12.86,,F01,,17
LE1.2,9/22/2014,12,BP,CHLA,4.81,CBL,L01,,17
LE1.2,9/22/2014,12,BP,SALINITY,13.33,,F01,,17
LE1.2,9/22/2014,15,B,CHLA,4.54,CBL,L01,,17
LE1.2,9/22/2014,15,B,SALINITY,14.13,,F01,,17
LE1.2,9/22/2014,16,M,SALINITY,14.19,,F01,,17
LE1.2,10/14/2014,0.5,S,CHLA,10.89,CBL,L01,,17
LE1.2,10/14/2014,0.5,S,SALINITY,14.66,,F01,,17
LE1.2,10/14/2014,1,M,SALINITY,14.66,,F01,,17
LE1.2,10/14/2014,2,M,SALINITY,14.66,,F01,,17
LE1.2,10/14/2014,3,AP,CHLA,13.03,CBL,L01,,17
LE1.2,10/14/2014,3,AP,SALINITY,14.66,,F01,,17
LE1.2,10/14/2014,6,M,SALINITY,14.66,,F01,,17
LE1.2,10/14/2014,9,M,SALINITY,15.61,,F01,,17
LE1.2,10/14/2014,12,BP,CHLA,1.92,CBL,L01,,17
LE1.2,10/14/2014,12,BP,SALINITY,15.75,,F01,,17
LE1.2,10/14/2014,15,B,CHLA,2.03,CBL,L01,,17
LE1.2,10/14/2014,15,B,SALINITY,15.81,,F01,,17
LE1.2,10/14/2014,16,M,SALINITY,15.81,,F01,,17
LE1.2,11/10/2014,0.5,S,CHLA,7.37,CBL,L01,,17
LE1.2,11/10/2014,0.5,S,SALINITY,14.93,,F01,,17
LE1.2,11/10/2014,1,M,SALINITY,15,,F01,,17
LE1.2,11/10/2014,2,M,SALINITY,15.27,,F01,,17
LE1.2,11/10/2014,3,AP,CHLA,10.36,CBL,L01,,17
LE1.2,11/10/2014,3,AP,SALINITY,15.27,,F01,,17
LE1.2,11/10/2014,6,M,SALINITY,15.88,,F01,,17
LE1.2,11/10/2014,9,M,SALINITY,16.09,,F01,,17
LE1.2,11/10/2014,12,BP,CHLA,4.7,CBL,L01,,17
LE1.2,11/10/2014,12,BP,SALINITY,16.29,,F01,,17
LE1.2,11/10/2014,15,B,CHLA,4.38,CBL,L01,,17
LE1.2,11/10/2014,15,B,SALINITY,16.36,,F01,,17
LE1.2,11/10/2014,16,M,SALINITY,16.36,,F01,,17
LE1.3,1/9/1985,0.5,S,CHLA,8.74,MDHMH,L02,,22
LE1.3,1/9/1985,0.5,S,SALINITY,13.73,,F01,,22
LE1.3,1/9/1985,3,M,SALINITY,13.73,,F01,,22
LE1.3,1/9/1985,6.1,M,SALINITY,13.73,,F01,,22
LE1.3,1/9/1985,9.1,M,SALINITY,13.73,,F01,,22
LE1.3,1/9/1985,12.2,M,SALINITY,14.13,,F01,,22
LE1.3,1/9/1985,15.2,M,SALINITY,14.4,,F01,,22
LE1.3,2/20/1985,0.3,M,SALINITY,11.74,,F01,,29.8
LE1.3,2/20/1985,3,M,SALINITY,12.07,,F01,,29.8
LE1.3,2/20/1985,6.1,M,SALINITY,12.59,,F01,,29.8
LE1.3,2/20/1985,9.1,M,SALINITY,13.59,,F01,,29.8
LE1.3,2/20/1985,12.2,M,SALINITY,14.26,,F01,,29.8
LE1.3,2/20/1985,15.2,M,SALINITY,13.99,,F01,,29.8
LE1.3,2/20/1985,18.3,M,SALINITY,14.6,,F01,,29.8
LE1.3,2/20/1985,22.9,M,SALINITY,14.73,,F01,,29.8
LE1.3,3/11/1985,0.3,M,SALINITY,13.33,,F01,,23.9
LE1.3,3/11/1985,3,M,SALINITY,13.73,,F01,,23.9
LE1.3,3/11/1985,6.1,M,SALINITY,14.06,,F01,,23.9
LE1.3,3/11/1985,9.1,M,SALINITY,13.99,,F01,,23.9
LE1.3,3/11/1985,12.2,M,SALINITY,14.26,,F01,,23.9
LE1.3,3/11/1985,15.2,M,SALINITY,13.73,,F01,,23.9
LE1.3,3/11/1985,18.3,M,SALINITY,14.06,,F01,,23.9
LE1.3,3/11/1985,22.9,M,SALINITY,14.19,,F01,,23.9
LE1.3,3/26/1985,0.3,M,SALINITY,12.4,,F01,,23
LE1.3,3/26/1985,3,M,SALINITY,13.26,,F01,,23
LE1.3,3/26/1985,6.1,M,SALINITY,13.53,,F01,,23
LE1.3,3/26/1985,9.1,M,SALINITY,13.59,,F01,,23
LE1.3,3/26/1985,12.2,M,SALINITY,13.59,,F01,,23
LE1.3,3/26/1985,15.2,M,SALINITY,13.59,,F01,,23
LE1.3,3/26/1985,18.3,M,SALINITY,13.73,,F01,,23
LE1.3,3/26/1985,22,M,SALINITY,13.73,,F01,,23
LE1.3,4/8/1985,0.3,M,SALINITY,13.19,,F01,,23
LE1.3,4/8/1985,3,M,SALINITY,13.13,,F01,,23
LE1.3,4/8/1985,6.1,M,SALINITY,13.33,,F01,,23
LE1.3,4/8/1985,9.1,M,SALINITY,13.53,,F01,,23
LE1.3,4/8/1985,12.2,M,SALINITY,13.86,,F01,,23
LE1.3,4/8/1985,15.2,M,SALINITY,13.86,,F01,,23
LE1.3,4/8/1985,18.3,M,SALINITY,13.99,,F01,,23
LE1.3,4/8/1985,22.5,M,SALINITY,13.86,,F01,,23
LE1.3,4/22/1985,0.3,M,SALINITY,12.93,,F01,,22
LE1.3,4/22/1985,3,M,SALINITY,12.93,,F01,,22
LE1.3,4/22/1985,6.1,M,SALINITY,12.4,,F01,,22
LE1.3,4/22/1985,9.1,M,SALINITY,13.19,,F01,,22
LE1.3,4/22/1985,12.2,M,SALINITY,12.93,,F01,,22
LE1.3,4/22/1985,15.2,M,SALINITY,13.06,,F01,,22
LE1.3,4/22/1985,18.3,M,SALINITY,13.26,,F01,,22
LE1.3,4/22/1985,21.5,M,SALINITY,13.06,,F01,,22
LE1.3,5/6/1985,0.3,M,CHLA,3.21,MDHMH,L02,,25.9
LE1.3,5/6/1985,0.3,M,SALINITY,12.73,,F01,,25.9
LE1.3,5/6/1985,3,M,CHLA,5.53,MDHMH,L02,,25.9
LE1.3,5/6/1985,3,M,SALINITY,13.19,,F01,,25.9
LE1.3,5/6/1985,6.1,M,CHLA,3.69,MDHMH,L02,,25.9
LE1.3,5/6/1985,6.1,M,SALINITY,12.99,,F01,,25.9
LE1.3,5/6/1985,9.1,M,CHLA,3.21,MDHMH,L02,,25.9
LE1.3,5/6/1985,9.1,M,SALINITY,13.06,,F01,,25.9
LE1.3,5/6/1985,12.2,M,CHLA,3.29,MDHMH,L02,,25.9
LE1.3,5/6/1985,12.2,M,SALINITY,13.33,,F01,,25.9
LE1.3,5/6/1985,15.2,M,CHLA,2.65,MDHMH,L02,,25.9
LE1.3,5/6/1985,15.2,M,SALINITY,13.06,,F01,,25.9
LE1.3,5/6/1985,18.3,M,CHLA,3.05,MDHMH,L02,,25.9
LE1.3,5/6/1985,18.3,M,SALINITY,13.33,,F01,,25.9
LE1.3,5/20/1985,0.3,M,CHLA,4.09,MDHMH,L02,,22
LE1.3,5/20/1985,0.3,M,SALINITY,13.26,,F01,,22
LE1.3,5/20/1985,3,M,CHLA,3.85,MDHMH,L02,,22
LE1.3,5/20/1985,3,M,SALINITY,13.39,,F01,,22
LE1.3,5/20/1985,6.1,M,CHLA,3.53,MDHMH,L02,,22
LE1.3,5/20/1985,6.1,M,SALINITY,13.53,,F01,,22
LE1.3,5/20/1985,9.1,M,CHLA,3.29,MDHMH,L02,,22
LE1.3,5/20/1985,9.1,M,SALINITY,13.53,,F01,,22
LE1.3,5/20/1985,12.2,M,CHLA,3.53,MDHMH,L02,,22
LE1.3,5/20/1985,12.2,M,SALINITY,13.53,,F01,,22
LE1.3,5/20/1985,15.2,M,CHLA,3.05,MDHMH,L02,,22
LE1.3,5/20/1985,15.2,M,SALINITY,13.73,,F01,,22
LE1.3,5/20/1985,18.3,M,CHLA,2.81,MDHMH,L02,,22
LE1.3,5/20/1985,18.3,M,SALINITY,13.73,,F01,,22
LE1.3,5/20/1985,21.5,M,CHLA,2.81,MDHMH,L02,,22
LE1.3,5/20/1985,21.5,M,SALINITY,13.53,,F01,,22
LE1.3,6/3/1985,0.3,M,CHLA,3.09,MDHMH,L02,,23
LE1.3,6/3/1985,0.3,M,SALINITY,12.26,,F01,,23
LE1.3,6/3/1985,3,M,SALINITY,12.86,,F01,,23
LE1.3,6/3/1985,6.1,M,CHLA,1.28,MDHMH,L02,,23
LE1.3,6/3/1985,6.1,M,SALINITY,13.19,,F01,,23
LE1.3,6/3/1985,9.1,M,CHLA,1.52,MDHMH,L02,,23
LE1.3,6/3/1985,9.1,M,SALINITY,13.39,,F01,,23
LE1.3,6/3/1985,12.2,M,CHLA,1.36,MDHMH,L02,,23
LE1.3,6/3/1985,12.2,M,SALINITY,13.11,,F01,,23
LE1.3,6/3/1985,15.2,M,CHLA,0.96,MDHMH,L02,,23
LE1.3,6/3/1985,15.2,M,SALINITY,13.66,,F01,,23
LE1.3,6/3/1985,18.3,M,CHLA,0.88,MDHMH,L02,,23
LE1.3,6/3/1985,18.3,M,SALINITY,13.83,,F01,,23
LE1.3,6/3/1985,22.5,M,CHLA,0.64,MDHMH,L02,,23
LE1.3,6/3/1985,22.5,M,SALINITY,13.43,,F01,,23
LE1.3,6/17/1985,0.3,M,CHLA,3.45,MDHMH,L02,,23
LE1.3,6/17/1985,0.3,M,SALINITY,13.13,,F01,,23
LE1.3,6/17/1985,3,M,CHLA,4.65,MDHMH,L02,,23
LE1.3,6/17/1985,3,M,SALINITY,13.33,,F01,,23
LE1.3,6/17/1985,6.1,M,CHLA,3.93,MDHMH,L02,,23
LE1.3,6/17/1985,6.1,M,SALINITY,13.66,,F01,,23
LE1.3,6/17/1985,9.1,M,CHLA,3.45,MDHMH,L02,,23
LE1.3,6/17/1985,9.1,M,SALINITY,14.06,,F01,,23
LE1.3,6/17/1985,12.2,M,CHLA,2.81,MDHMH,L02,,23
LE1.3,6/17/1985,12.2,M,SALINITY,14.66,,F01,,23
LE1.3,6/17/1985,15.2,M,CHLA,2.41,MDHMH,L02,,23
LE1.3,6/17/1985,15.2,M,SALINITY,14.66,,F01,,23
LE1.3,6/17/1985,18.3,M,CHLA,2.08,MDHMH,L02,,23
LE1.3,6/17/1985,18.3,M,SALINITY,14.8,,F01,,23
LE1.3,6/17/1985,22.5,M,CHLA,1.92,MDHMH,L02,,23
LE1.3,6/17/1985,22.5,M,SALINITY,14.73,,F01,,23
LE1.3,7/1/1985,0.3,M,CHLA,5.35,MDHMH,L02,,22
LE1.3,7/1/1985,0.3,M,SALINITY,13.93,,F01,,22
LE1.3,7/1/1985,3,M,CHLA,3.96,MDHMH,L02,,22
LE1.3,7/1/1985,3,M,SALINITY,13.39,,F01,,22
LE1.3,7/1/1985,6.1,M,CHLA,3.1,MDHMH,L02,,22
LE1.3,7/1/1985,6.1,M,SALINITY,14.13,,F01,,22
LE1.3,7/1/1985,9.1,M,CHLA,3.42,MDHMH,L02,,22
LE1.3,7/1/1985,9.1,M,SALINITY,13.73,,F01,,22
LE1.3,7/1/1985,12.2,M,CHLA,2.78,MDHMH,L02,,22
LE1.3,7/1/1985,12.2,M,SALINITY,13.59,,F01,,22
LE1.3,7/1/1985,15.2,M,CHLA,2.89,MDHMH,L02,,22
LE1.3,7/1/1985,15.2,M,SALINITY,14.53,,F01,,22
LE1.3,7/1/1985,18.3,M,CHLA,2.99,MDHMH,L02,,22
LE1.3,7/1/1985,18.3,M,SALINITY,14.26,,F01,,22
LE1.3,7/1/1985,21.5,M,CHLA,2.67,MDHMH,L02,,22
LE1.3,7/1/1985,21.5,M,SALINITY,13.99,,F01,,22
LE1.3,7/17/1985,0.3,M,CHLA,7.615,MDHMH,L02,,22
LE1.3,7/17/1985,0.3,M,SALINITY,13.99,,F01,,22
LE1.3,7/17/1985,3,M,CHLA,7.57,MDHMH,L02,,22
LE1.3,7/17/1985,3,M,SALINITY,13.86,,F01,,22
LE1.3,7/17/1985,6.1,M,CHLA,7.14,MDHMH,L02,,22
LE1.3,7/17/1985,6.1,M,SALINITY,13.66,,F01,,22
LE1.3,7/17/1985,9.1,M,CHLA,6.19,MDHMH,L02,,22
LE1.3,7/17/1985,9.1,M,SALINITY,14.36,,F01,,22
LE1.3,7/17/1985,12.2,M,CHLA,5.68,MDHMH,L02,,22
LE1.3,7/17/1985,12.2,M,SALINITY,14.53,,F01,,22
LE1.3,7/17/1985,15.2,M,CHLA,5.94,MDHMH,L02,,22
LE1.3,7/17/1985,15.2,M,SALINITY,14.4,,F01,,22
LE1.3,7/17/1985,18.3,M,CHLA,5.08,MDHMH,L02,,22
LE1.3,7/17/1985,18.3,M,SALINITY,14.26,,F01,,22
LE1.3,7/17/1985,21.5,M,CHLA,4.39,MDHMH,L02,,22
LE1.3,7/17/1985,21.5,M,SALINITY,14.53,,F01,,22
LE1.3,8/12/1985,0.3,M,CHLA,4.04,MDHMH,L02,,22
LE1.3,8/12/1985,0.3,M,SALINITY,14.56,,F01,,22
LE1.3,8/12/1985,3,M,CHLA,2.47,MDHMH,L02,,22
LE1.3,8/12/1985,3,M,SALINITY,14.48,,F01,,22
LE1.3,8/12/1985,6.1,M,CHLA,3.37,MDHMH,L02,,22
LE1.3,8/12/1985,6.1,M,SALINITY,14.79,,F01,,22
LE1.3,8/12/1985,9.1,M,CHLA,2.32,MDHMH,L02,,22
LE1.3,8/12/1985,9.1,M,SALINITY,15.67,,F01,,22
LE1.3,8/12/1985,12.2,M,CHLA,2.17,MDHMH,L02,,22
LE1.3,8/12/1985,12.2,M,SALINITY,15.68,,F01,,22
LE1.3,8/12/1985,15.2,M,CHLA,1.65,MDHMH,L02,,22
LE1.3,8/12/1985,15.2,M,SALINITY,15.2,,F01,,22
LE1.3,8/12/1985,18.3,M,CHLA,2.1,MDHMH,L02,,22
LE1.3,8/12/1985,18.3,M,SALINITY,15.74,,F01,,22
LE1.3,8/12/1985,21,M,CHLA,1.72,MDHMH,L02,WW,22
LE1.3,8/12/1985,21,M,SALINITY,15.28,,F01,,22
LE1.3,8/28/1985,0.3,M,CHLA,5.99,MDHMH,L02,,22
LE1.3,8/28/1985,0.3,M,SALINITY,12.91,,F01,,22
LE1.3,8/28/1985,3,M,CHLA,5.39,MDHMH,L02,,22
LE1.3,8/28/1985,3,M,SALINITY,13.21,,F01,,22
LE1.3,8/28/1985,6.1,M,CHLA,4.27,MDHMH,L02,,22
LE1.3,8/28/1985,6.1,M,SALINITY,13.17,,F01,,22
LE1.3,8/28/1985,9.1,M,CHLA,3.59,MDHMH,L02,,22
LE1.3,8/28/1985,9.1,M,SALINITY,13.55,,F01,,22
LE1.3,8/28/1985,12.2,M,CHLA,2.92,MDHMH,L02,,22
LE1.3,8/28/1985,12.2,M,SALINITY,14.08,,F01,,22
